ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
542,560,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
543,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",2,,,
544,560,SENIOR (14-15),Secondary,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",5,,,
545,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
546,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
547,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",5,,,
548,560,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
549,560,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
550,501,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
551,510,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
552,511,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
553,560,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
